Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
1889, 0.9440, 137.7008, 0.1917, 3.4348, 0.1516, 19.6330
1890, 0.9445, 137.1329, 0.1868, 3.4197, 0.1536, 19.6330
1891, 0.9450, 137.1329, 0.1892, 3.4387, 0.1536, 19.6330
1892, 0.9455, 137.1329, 0.1941, 3.4050, 0.1658, 19.6332
1893, 0.9460, 137.1329, 0.1868, 3.4011, 0.1638, 19.6336
1894, 0.9465, 136.5651, 0.1843, 3.3645, 0.1943, 19.6340
1895, 0.9470, 137.1329, 0.1819, 3.3913, 0.1719, 19.6347
1896, 0.9475, 137.7008, 0.1990, 3.5208, 0.1964, 19.6353
1897, 0.9480, 138.8364, 0.1819, 3.4827, 0.2228, 19.6357
1898, 0.9485, 137.7008, 0.1648, 3.4920, 0.2309, 19.6360
1899, 0.9490, 138.2686, 0.1624, 3.4866, 0.1984, 19.6362
1900, 0.9495, 138.8364, 0.1550, 3.6068, 0.2147, 19.6361
1901, 0.9500, 139.4043, 0.1550, 3.6180, 0.2106, 19.6362
1902, 0.9505, 138.8364, 0.1624, 3.6234, 0.2167, 19.6365
1903, 0.9510, 139.4043, 0.1599, 3.7485, 0.2289, 19.6365
1904, 0.9515, 139.4043, 0.1526, 3.7656, 0.2147, 19.6365
1905, 0.9520, 139.9721, 0.1453, 3.7519, 0.2208, 19.6365
1906, 0.9525, 139.9721, 0.1502, 3.7763, 0.2269, 19.6361
1907, 0.9530, 139.9721, 0.1404, 3.7592, 0.2147, 19.6355
1908, 0.9535, 140.5400, 0.1404, 3.7802, 0.2025, 19.6352
1909, 0.9540, 141.1078, 0.1526, 3.8002, 0.1964, 19.6352
1910, 0.9545, 140.5400, 0.1477, 3.8232, 0.1984, 19.6356
1911, 0.9550, 141.6756, 0.1380, 3.8183, 0.2025, 19.6355
1912, 0.9555, 139.9721, 0.1453, 3.7958, 0.2106, 19.6350
1913, 0.9560, 141.1078, 0.1306, 3.7924, 0.2187, 19.6344
1914, 0.9565, 139.9721, 0.1502, 3.7910, 0.2147, 19.6344
1915, 0.9570, 141.1078, 0.1453, 3.7885, 0.2167, 19.6336
1916, 0.9575, 141.1078, 0.1648, 3.9448, 0.1923, 19.6335
1917, 0.9580, 140.5400, 0.1673, 3.9522, 0.1862, 19.6335
1918, 0.9585, 141.6756, 0.1697, 3.9688, 0.1882, 19.6339
1919, 0.9590, 139.9721, 0.1599, 3.9487, 0.1943, 19.6347
1920, 0.9595, 141.1078, 0.1819, 4.0738, 0.2065, 19.6353
1921, 0.9600, 141.6756, 0.1843, 4.0899, 0.2248, 19.6353
1922, 0.9605, 141.6756, 0.1892, 4.0396, 0.2615, 19.6351
1923, 0.9610, 142.2435, 0.1843, 4.1012, 0.2208, 19.6347
1924, 0.9615, 141.1078, 0.1892, 4.0626, 0.2370, 19.6349
1925, 0.9620, 142.2435, 0.2039, 4.0425, 0.2432, 19.6349
1926, 0.9625, 141.6756, 0.1819, 4.0572, 0.2309, 19.6347
1927, 0.9630, 142.2435, 0.2283, 4.0670, 0.2493, 19.6342
1928, 0.9635, 141.6756, 0.2014, 4.0899, 0.2248, 19.6340
1929, 0.9640, 141.6756, 0.1966, 4.0650, 0.2350, 19.6339
1930, 0.9645, 141.6756, 0.1966, 4.0816, 0.2370, 19.6335
1931, 0.9650, 140.5400, 0.2014, 4.0504, 0.2472, 19.6331
1932, 0.9655, 142.2435, 0.2014, 4.0352, 0.2757, 19.6328
1933, 0.9660, 141.1078, 0.2014, 4.0328, 0.2513, 19.6332
1934, 0.9665, 142.2435, 0.1941, 4.0938, 0.2269, 19.6332
1935, 0.9670, 141.6756, 0.1966, 4.0924, 0.2228, 19.6337
1936, 0.9675, 141.6756, 0.1868, 4.0606, 0.2228, 19.6337
1937, 0.9680, 142.2435, 0.1819, 4.1871, 0.2391, 19.6332
1938, 0.9685, 140.5400, 0.1770, 4.1774, 0.2472, 19.6329
1939, 0.9690, 140.5400, 0.1770, 4.2003, 0.2493, 19.6329
1940, 0.9695, 140.5400, 0.1697, 4.3283, 0.2696, 19.6329
1941, 0.9700, 141.1078, 0.1599, 4.3318, 0.2615, 19.6329
1942, 0.9705, 141.1078, 0.1624, 4.3469, 0.2594, 19.6325
1943, 0.9710, 140.5400, 0.1697, 4.4988, 0.2757, 19.6318
1944, 0.9715, 141.1078, 0.1575, 4.4998, 0.2696, 19.6318
1945, 0.9720, 139.4043, 0.1502, 4.4363, 0.2961, 19.6310
1946, 0.9725, 140.5400, 0.1550, 4.4681, 0.2696, 19.6306
1947, 0.9730, 140.5400, 0.1575, 4.4944, 0.2635, 19.6304
1948, 0.9735, 139.9721, 0.1526, 4.4808, 0.2696, 19.6308
1949, 0.9740, 142.8113, 0.1550, 4.4827, 0.2838, 19.6308
1950, 0.9745, 142.2435, 0.1331, 4.4759, 0.2737, 19.6308
1951, 0.9750, 143.3791, 0.1331, 4.5174, 0.2655, 19.6311
1952, 0.9755, 143.3791, 0.1331, 4.4852, 0.2818, 19.6318
1953, 0.9760, 143.3791, 0.1746, 4.5213, 0.2411, 19.6322
1954, 0.9765, 143.3791, 0.1648, 4.4949, 0.2737, 19.6326
1955, 0.9770, 144.5148, 0.1697, 4.4773, 0.2777, 19.6328
1956, 0.9775, 146.2183, 0.1721, 4.5785, 0.3205, 19.6332
1957, 0.9780, 145.6505, 0.1843, 4.5594, 0.3205, 19.6337
1958, 0.9785, 147.9219, 0.1819, 4.5931, 0.3083, 19.6337
1959, 0.9790, 149.0575, 0.1819, 4.6156, 0.2737, 19.6338
1960, 0.9795, 149.6254, 0.1868, 4.7617, 0.2737, 19.6338
1961, 0.9800, 151.3289, 0.1990, 4.7958, 0.2716, 19.6338
1962, 0.9805, 150.7610, 0.2063, 4.8007, 0.2676, 19.6337
1963, 0.9810, 151.8967, 0.1990, 4.9302, 0.2920, 19.6337
1964, 0.9815, 151.8967, 0.1990, 4.9014, 0.3001, 19.6333
1965, 0.9820, 153.0324, 0.2088, 4.8892, 0.3103, 19.6330
1966, 0.9825, 153.0324, 0.1990, 4.9068, 0.3062, 19.6324
1967, 0.9830, 153.0324, 0.2112, 4.8936, 0.3225, 19.6324
1968, 0.9835, 154.7359, 0.1941, 4.9043, 0.3083, 19.6322
1969, 0.9840, 154.1681, 0.2136, 4.8960, 0.3205, 19.6318
1970, 0.9845, 155.8716, 0.2063, 4.8677, 0.3388, 19.6318
1971, 0.9850, 155.8716, 0.2161, 4.8911, 0.3245, 19.6318
1972, 0.9855, 157.0073, 0.2112, 4.8994, 0.3123, 19.6321
1973, 0.9860, 157.5751, 0.2039, 4.8618, 0.3490, 19.6321
1974, 0.9865, 158.1429, 0.2112, 4.8960, 0.3205, 19.6321
1975, 0.9870, 159.2786, 0.2112, 4.8462, 0.3408, 19.6325
1976, 0.9875, 159.2786, 0.2088, 4.8814, 0.3327, 19.6329
1977, 0.9880, 160.4143, 0.2039, 5.0265, 0.3388, 19.6334
1978, 0.9885, 162.1178, 0.2063, 5.0431, 0.3408, 19.6333
1979, 0.9890, 162.1178, 0.2063, 5.0089, 0.3693, 19.6337
1980, 0.9895, 163.8213, 0.2063, 5.1315, 0.3836, 19.6337
1981, 0.9900, 163.2535, 0.1966, 5.1198, 0.3774, 19.6339
1982, 0.9905, 164.3892, 0.1892, 5.1545, 0.3591, 19.6347
1983, 0.9910, 164.3892, 0.1892, 5.1852, 0.3388, 19.6339
1984, 0.9915, 166.0927, 0.1770, 5.2018, 0.3408, 19.6333
1985, 0.9920, 166.6605, 0.1599, 5.1945, 0.3469, 19.6333
1986, 0.9925, 167.7962, 0.1721, 5.1994, 0.3429, 19.6333
1987, 0.9930, 167.7962, 0.1721, 5.1803, 0.3429, 19.6333
1988, 0.9935, 167.7962, 0.1795, 5.1696, 0.3571, 19.6339
1989, 0.9940, 170.0675, 0.1697, 5.1603, 0.3490, 19.6340
1990, 0.9945, 170.0675, 0.1624, 5.1667, 0.3490, 19.6338
1991, 0.9950, 170.0675, 0.1770, 5.1803, 0.3429, 19.6335
1992, 0.9955, 172.9067, 0.1697, 5.1584, 0.3612, 19.6335
1993, 0.9960, 172.3389, 0.1892, 5.1803, 0.3429, 19.6331
1994, 0.9965, 173.4746, 0.1795, 5.1833, 0.3510, 19.6329
1995, 0.9970, 173.4746, 0.1990, 5.2101, 0.3286, 19.6326
1996, 0.9975, 172.9067, 0.2063, 5.3484, 0.3510, 19.6320
1997, 0.9980, 174.0424, 0.1966, 5.3337, 0.3632, 19.6316
1998, 0.9985, 173.4746, 0.2063, 5.3362, 0.3612, 19.6310
1999, 0.9990, 175.7459, 0.2014, 5.3777, 0.3266, 19.6309
2000, 0.9995, 174.0424, 0.1917, 5.4759, 0.3612, 19.6306
2001, 1.0000, 175.1781, 0.2185, 5.4647, 0.3652, 19.6309
2002, 1.0005, 174.6103, 0.2283, 5.4305, 0.3937, 19.6308
2003, 1.0010, 176.3138, 0.2210, 5.4183, 0.4039, 19.6310
2004, 1.0015, 178.0173, 0.2307, 5.4388, 0.4080, 19.6314
2005, 1.0020, 178.0173, 0.2307, 5.4232, 0.3998, 19.6317
2006, 1.0025, 179.7208, 0.2332, 5.4832, 0.3551, 19.6315
2007, 1.0030, 179.1530, 0.2356, 5.5072, 0.3510, 19.6314
2008, 1.0035, 178.0173, 0.2429, 5.4759, 0.3612, 19.6314
2009, 1.0040, 180.2886, 0.2429, 5.4710, 0.3652, 19.6310
2010, 1.0045, 179.7208, 0.2478, 5.4456, 0.3652, 19.6305
2011, 1.0050, 180.2886, 0.2405, 5.4432, 0.3673, 19.6305
2012, 1.0055, 179.7208, 0.2527, 5.4568, 0.3612, 19.6305
2013, 1.0060, 179.1530, 0.2381, 5.4344, 0.3958, 19.6301
2014, 1.0065, 180.2886, 0.2283, 5.4876, 0.3673, 19.6297
2015, 1.0070, 180.8565, 0.2381, 5.5096, 0.3490, 19.6297
2016, 1.0075, 182.5600, 0.2454, 5.6264, 0.3734, 19.6300
2017, 1.0080, 180.8565, 0.2332, 5.5951, 0.3836, 19.6302
2018, 1.0085, 181.4243, 0.2283, 5.5829, 0.3937, 19.6299
2019, 1.0090, 181.4243, 0.2283, 5.6019, 0.3937, 19.6302
2020, 1.0095, 181.4243, 0.2429, 5.6019, 0.3937, 19.6309
2021, 1.0100, 182.5600, 0.2112, 5.5844, 0.3978, 19.6317
2022, 1.0105, 183.6957, 0.2234, 5.5775, 0.4141, 19.6325
2023, 1.0110, 184.2635, 0.2259, 5.5917, 0.4181, 19.6329
2024, 1.0115, 184.2635, 0.2161, 5.5927, 0.4120, 19.6337
2025, 1.0120, 188.8062, 0.2161, 5.6332, 0.3836, 19.6337
2026, 1.0125, 189.9419, 0.2014, 5.6659, 0.3510, 19.6337
2027, 1.0130, 189.9419, 0.2014, 5.6532, 0.3510, 19.6340
2028, 1.0135, 191.0776, 0.1990, 5.6381, 0.3530, 19.6344
2029, 1.0140, 191.6454, 0.2112, 5.6366, 0.3754, 19.6344
2030, 1.0145, 195.0524, 0.2088, 5.6093, 0.3876, 19.6348
2031, 1.0150, 195.6203, 0.1966, 5.6391, 0.3734, 19.6352
2032, 1.0155, 198.4595, 0.2039, 5.6049, 0.4019, 19.6352
2033, 1.0160, 197.8916, 0.2234, 5.6146, 0.3937, 19.6355
2034, 1.0165, 199.0273, 0.2088, 5.6015, 0.4100, 19.6353
2035, 1.0170, 199.5951, 0.1941, 5.5873, 0.4059, 19.6352
2036, 1.0175, 200.1630, 0.2210, 5.6244, 0.3591, 19.6354
2037, 1.0180, 203.5700, 0.2234, 5.5917, 0.3917, 19.6358
2038, 1.0185, 203.5700, 0.2429, 5.6185, 0.3693, 19.6360
2039, 1.0190, 203.5700, 0.2527, 5.5975, 0.3815, 19.6360
2040, 1.0195, 205.2735, 0.2527, 5.5946, 0.3998, 19.6360
2041, 1.0200, 206.4092, 0.2576, 5.5609, 0.4120, 19.6360
2042, 1.0205, 208.6805, 0.2552, 5.7050, 0.4242, 19.6360
2043, 1.0210, 208.1127, 0.2576, 5.7509, 0.4019, 19.6360
2044, 1.0215, 209.8162, 0.2698, 5.8076, 0.3652, 19.6356
2045, 1.0220, 211.5197, 0.2747, 5.9463, 0.3713, 19.6354
2046, 1.0225, 212.0876, 0.2723, 5.9488, 0.3693, 19.6354
2047, 1.0230, 213.2232, 0.2820, 5.9224, 0.3754, 19.6354
2048, 1.0235, 213.2232, 0.2674, 5.8931, 0.3998, 19.6354
2049, 1.0240, 213.7911, 0.2771, 5.8955, 0.3978, 19.6352
2050, 1.0245, 213.7911, 0.2527, 5.9146, 0.3978, 19.6348
2051, 1.0250, 215.4946, 0.2845, 5.9219, 0.3917, 19.6341
2052, 1.0255, 217.1981, 0.2967, 5.9317, 0.3836, 19.6341
2053, 1.0260, 217.1981, 0.2625, 5.8975, 0.4120, 19.6340
2054, 1.0265, 218.9016, 0.2649, 5.8970, 0.4283, 19.6337
2055, 1.0270, 218.3338, 0.2845, 5.9092, 0.4181, 19.6337
2056, 1.0275, 220.6051, 0.2771, 5.9322, 0.3937, 19.6340
2057, 1.0280, 220.6051, 0.2845, 6.0841, 0.4100, 19.6340
2058, 1.0285, 222.3087, 0.2893, 6.0406, 0.4304, 19.6344
2059, 1.0290, 222.8765, 0.2698, 6.0260, 0.4426, 19.6345
2060, 1.0295, 222.3087, 0.2771, 6.1677, 0.4568, 19.6345
2061, 1.0300, 224.0122, 0.2674, 6.2116, 0.4202, 19.6341
2062, 1.0305, 225.1479, 0.2649, 6.2600, 0.3958, 19.6333
2063, 1.0310, 225.7157, 0.2576, 6.4026, 0.4039, 19.6330
2064, 1.0315, 226.2835, 0.2625, 6.4153, 0.4039, 19.6327
2065, 1.0320, 225.1479, 0.2527, 6.3787, 0.4344, 19.6327
2066, 1.0325, 226.2835, 0.2552, 6.5248, 0.4344, 19.6325
2067, 1.0330, 225.7157, 0.2381, 6.4593, 0.4995, 19.6325
2068, 1.0335, 227.9870, 0.2527, 6.4964, 0.4527, 19.6321
2069, 1.0340, 227.9870, 0.2600, 6.6713, 0.4446, 19.6317
2070, 1.0345, 227.4192, 0.2527, 6.6586, 0.4446, 19.6321
2071, 1.0350, 226.8514, 0.2552, 6.6230, 0.4690, 19.6321
2072, 1.0355, 226.8514, 0.2625, 6.6274, 0.4812, 19.6327
2073, 1.0360, 227.9870, 0.2552, 6.6347, 0.4751, 19.6331
2074, 1.0365, 229.1227, 0.2576, 6.6225, 0.4853, 19.6333
2075, 1.0370, 230.2584, 0.2625, 6.6152, 0.4914, 19.6334
2076, 1.0375, 229.6906, 0.2771, 6.6200, 0.4873, 19.6334
2077, 1.0380, 228.5549, 0.2845, 6.8042, 0.4609, 19.6334
2078, 1.0385, 231.9619, 0.2893, 6.8237, 0.4446, 19.6334
2079, 1.0390, 230.8262, 0.2942, 6.8203, 0.4527, 19.6330
2080, 1.0395, 232.5297, 0.2967, 6.9669, 0.4629, 19.6326
2081, 1.0400, 233.0976, 0.3186, 6.9420, 0.4731, 19.6323
2082, 1.0405, 233.6654, 0.3186, 7.0475, 0.5280, 19.6320
2083, 1.0410, 239.9116, 0.3186, 7.0578, 0.5036, 19.6320
2084, 1.0415, 242.7508, 0.3333, 7.0373, 0.5260, 19.6317
2085, 1.0420, 243.8865, 0.3235, 7.0495, 0.5158, 19.6314
2086, 1.0425, 246.1579, 0.3162, 7.1198, 0.4466, 19.6310
2087, 1.0430, 248.4292, 0.3382, 7.1208, 0.4670, 19.6314
2088, 1.0435, 249.5649, 0.3455, 7.1252, 0.4792, 19.6313
2089, 1.0440, 251.8362, 0.3138, 7.0646, 0.5138, 19.6313
2090, 1.0445, 253.5398, 0.3016, 7.0333, 0.5239, 19.6309
2091, 1.0450, 254.1076, 0.3260, 7.0695, 0.5097, 19.6309
2092, 1.0455, 256.9468, 0.3260, 7.1315, 0.4527, 19.6309
2093, 1.0460, 259.2181, 0.3357, 7.1525, 0.4405, 19.6313
2094, 1.0465, 260.3538, 0.3284, 7.1525, 0.4405, 19.6315
2095, 1.0470, 260.9217, 0.3357, 7.1188, 0.4527, 19.6318
2096, 1.0475, 261.4895, 0.3235, 7.2409, 0.4833, 19.6316
2097, 1.0480, 263.7608, 0.3186, 7.2058, 0.5443, 19.6320
2098, 1.0485, 266.0322, 0.3309, 7.1911, 0.5565, 19.6320
2099, 1.0490, 267.7357, 0.3284, 7.3455, 0.5443, 19.6312
2100, 1.0495, 268.3036, 0.3284, 7.3704, 0.5341, 19.6315
2101, 1.0500, 270.5749, 0.3211, 7.3787, 0.5219, 19.6313
2102, 1.0505, 270.5749, 0.3284, 7.3831, 0.5077, 19.6317
2103, 1.0510, 271.1427, 0.2845, 7.3602, 0.5321, 19.6316
2104, 1.0515, 273.9819, 0.2723, 7.3372, 0.5301, 19.6320
2105, 1.0520, 274.5498, 0.2942, 7.3665, 0.5056, 19.6316
2106, 1.0525, 276.8211, 0.3016, 7.4490, 0.4527, 19.6320
2107, 1.0530, 276.8211, 0.2967, 7.4627, 0.4466, 19.6327
2108, 1.0535, 277.3890, 0.3089, 7.4442, 0.4568, 19.6329
2109, 1.0540, 278.5246, 0.3064, 7.4456, 0.4609, 19.6333
2110, 1.0545, 277.9568, 0.3186, 7.4300, 0.4792, 19.6326
2111, 1.0550, 279.6603, 0.3040, 7.4281, 0.4914, 19.6330
2112, 1.0555, 279.6603, 0.3138, 7.3714, 0.5016, 19.6330
2113, 1.0560, 281.3638, 0.3211, 7.3553, 0.5362, 19.6330
2114, 1.0565, 281.9317, 0.3333, 7.3611, 0.5260, 19.6330
2115, 1.0570, 282.4995, 0.3406, 7.3738, 0.4995, 19.6330
2116, 1.0575, 282.4995, 0.3479, 7.3616, 0.5362, 19.6332
2117, 1.0580, 281.9317, 0.3211, 7.5414, 0.5239, 19.6332
2118, 1.0585, 283.6352, 0.3382, 7.5297, 0.5178, 19.6332
2119, 1.0590, 283.6352, 0.3382, 7.5907, 0.4670, 19.6332
2120, 1.0595, 282.4995, 0.3553, 7.7407, 0.4690, 19.6332
2121, 1.0600, 282.4995, 0.3577, 7.7060, 0.4873, 19.6336
2122, 1.0605, 281.3638, 0.3626, 7.6948, 0.4914, 19.6339
2123, 1.0610, 279.0925, 0.3602, 7.7031, 0.5056, 19.6339
2124, 1.0615, 280.2282, 0.3797, 7.6103, 0.5830, 19.6339
2125, 1.0620, 281.9317, 0.4114, 7.6396, 0.5585, 19.6339
2126, 1.0625, 285.3387, 0.3821, 7.6914, 0.5260, 19.6336
2127, 1.0630, 287.6101, 0.4041, 7.7109, 0.5097, 19.6333
2128, 1.0635, 291.0171, 0.4065, 7.6972, 0.5158, 19.6326
2129, 1.0640, 292.7206, 0.4065, 7.6762, 0.5280, 19.6324
2130, 1.0645, 294.9920, 0.4041, 7.7041, 0.4995, 19.6320
2131, 1.0650, 296.1276, 0.3772, 7.7343, 0.4690, 19.6312
2132, 1.0655, 298.9668, 0.3797, 7.7534, 0.4690, 19.6305
2133, 1.0660, 301.8060, 0.3870, 7.7461, 0.4751, 19.6307
2134, 1.0665, 303.5095, 0.3919, 7.5150, 0.4771, 19.6307
2135, 1.0670, 305.2130, 0.4041, 7.4109, 0.4792, 19.6313
2136, 1.0675, 307.4844, 0.3919, 7.5663, 0.5138, 19.6313
2137, 1.0680, 308.6201, 0.3846, 7.7725, 0.5748, 19.6307
2138, 1.0685, 312.0271, 0.3943, 7.7803, 0.5789, 19.6310
2139, 1.0690, 313.1628, 0.3992, 7.8409, 0.5178, 19.6314
2140, 1.0695, 315.4341, 0.4090, 7.9752, 0.5382, 19.6316
2141, 1.0700, 317.1376, 0.3992, 7.9737, 0.5341, 19.6316
2142, 1.0705, 318.8412, 0.3846, 7.9386, 0.5687, 19.6321
2143, 1.0710, 319.9768, 0.3724, 8.1013, 0.5707, 19.6328
2144, 1.0715, 320.5447, 0.3675, 8.1511, 0.5239, 19.6331
2145, 1.0720, 322.8160, 0.3602, 8.1603, 0.5056, 19.6334
2146, 1.0725, 323.9517, 0.3748, 8.1916, 0.4955, 19.6338
2147, 1.0730, 324.5195, 0.3699, 8.1579, 0.5077, 19.6341
2148, 1.0735, 325.6552, 0.3748, 8.1164, 0.5423, 19.6345
2149, 1.0740, 325.6552, 0.3724, 8.0617, 0.5667, 19.6351
2150, 1.0745, 328.4944, 0.3846, 8.0544, 0.5992, 19.6355
2151, 1.0750, 329.0622, 0.3919, 8.1247, 0.5301, 19.6355
2152, 1.0755, 330.1979, 0.3919, 7.9855, 0.5138, 19.6351
2153, 1.0760, 329.0622, 0.4163, 7.5541, 0.5239, 19.6351
2154, 1.0765, 327.9266, 0.3699, 7.3049, 0.4670, 19.6349
2155, 1.0770, 330.1979, 0.3846, 7.2839, 0.4527, 19.6349
2156, 1.0775, 330.1979, 0.4114, 7.5638, 0.4629, 19.6351
2157, 1.0780, 329.6301, 0.4285, 8.0802, 0.5301, 19.6355
2158, 1.0785, 328.4944, 0.4163, 8.2766, 0.5463, 19.6362
2159, 1.0790, 329.6301, 0.4139, 8.2073, 0.6094, 19.6363
2160, 1.0795, 329.0622, 0.4090, 8.3504, 0.6013, 19.6370
2161, 1.0800, 329.0622, 0.4285, 8.4119, 0.5341, 19.6372
2162, 1.0805, 325.6552, 0.4456, 8.3885, 0.5484, 19.6376
2163, 1.0810, 326.7909, 0.4505, 8.3924, 0.5504, 19.6376
2164, 1.0815, 326.7909, 0.4578, 8.3362, 0.5972, 19.6374
2165, 1.0820, 331.3336, 0.4383, 8.3582, 0.5789, 19.6368
2166, 1.0825, 335.8763, 0.4505, 8.4056, 0.5341, 19.6368
2167, 1.0830, 339.2833, 0.4651, 8.4364, 0.5138, 19.6369
2168, 1.0835, 340.4190, 0.4651, 8.4115, 0.5504, 19.6373
2169, 1.0840, 342.6904, 0.4725, 8.3485, 0.5870, 19.6369
2170, 1.0845, 345.5296, 0.4676, 8.3172, 0.6237, 19.6365
2171, 1.0850, 349.5044, 0.4578, 8.1936, 0.5891, 19.6360
2172, 1.0855, 352.9114, 0.4822, 7.9454, 0.5260, 19.6356
2173, 1.0860, 356.3185, 0.4847, 7.6425, 0.4873, 19.6358
2174, 1.0865, 356.3185, 0.4944, 7.3611, 0.4731, 19.6352
2175, 1.0870, 356.8863, 0.4774, 7.3196, 0.4548, 19.6347
2176, 1.0875, 359.1577, 0.4700, 7.7221, 0.4263, 19.6347
2177, 1.0880, 360.8612, 0.4725, 8.2571, 0.4833, 19.6341
2178, 1.0885, 361.9969, 0.4798, 8.5785, 0.5382, 19.6336
2179, 1.0890, 363.1325, 0.4627, 8.5385, 0.5769, 19.6334
2180, 1.0895, 363.7004, 0.4554, 8.6108, 0.6277, 19.6329
2181, 1.0900, 365.9717, 0.4456, 8.5996, 0.6318, 19.6328
2182, 1.0905, 366.5396, 0.4578, 8.6557, 0.5850, 19.6332
2183, 1.0910, 368.2431, 0.4676, 8.7779, 0.5891, 19.6332
2184, 1.0915, 369.9466, 0.4700, 8.7749, 0.6074, 19.6329
2185, 1.0920, 370.5144, 0.4456, 8.7847, 0.5992, 19.6329
2186, 1.0925, 371.0823, 0.4505, 8.8296, 0.5565, 19.6333
2187, 1.0930, 372.7858, 0.4432, 8.8540, 0.5362, 19.6337
2188, 1.0935, 373.3536, 0.4578, 8.8619, 0.5402, 19.6341
2189, 1.0940, 372.2179, 0.4676, 8.8335, 0.5585, 19.6343
2190, 1.0945, 371.6501, 0.4383, 8.6557, 0.5850, 19.6346
2191, 1.0950, 371.6501, 0.4456, 8.2542, 0.5545, 19.6349
2192, 1.0955, 372.2179, 0.4676, 7.9517, 0.4995, 19.6351
2193, 1.0960, 372.2179, 0.4749, 7.6630, 0.4649, 19.6357
2194, 1.0965, 369.9466, 0.4358, 7.3548, 0.4731, 19.6353
2195, 1.0970, 368.8109, 0.4749, 7.3645, 0.4385, 19.6346
2196, 1.0975, 369.3788, 0.4627, 7.6757, 0.4385, 19.6342
2197, 1.0980, 376.7607, 0.4871, 8.2815, 0.4629, 19.6342
2198, 1.0985, 380.7355, 0.4944, 8.9815, 0.5463, 19.6340
2199, 1.0990, 383.5747, 0.4993, 8.9513, 0.5769, 19.6340
2200, 1.0995, 386.9817, 0.4993, 8.9982, 0.6542, 19.6340
2201, 1.1000, 388.6853, 0.5164, 9.0480, 0.6074, 19.6341
2202, 1.1005, 393.2280, 0.5408, 9.0363, 0.6013, 19.6341
2203, 1.1010, 397.2028, 0.5311, 9.0114, 0.6379, 19.6334
2204, 1.1015, 398.3385, 0.5286, 8.9894, 0.6562, 19.6334
2205, 1.1020, 401.7455, 0.5262, 9.1017, 0.5626, 19.6337
2206, 1.1025, 404.0169, 0.5091, 9.1178, 0.5545, 19.6337
2207, 1.1030, 407.9918, 0.5311, 9.1017, 0.5626, 19.6336
2208, 1.1035, 410.2631, 0.5506, 9.0959, 0.5728, 19.6337
2209, 1.1040, 410.2631, 0.5335, 9.0446, 0.5626, 19.6333
2210, 1.1045, 413.1023, 0.5360, 8.6567, 0.5260, 19.6333
2211, 1.1050, 413.6701, 0.5677, 8.2361, 0.5219, 19.6333
2212, 1.1055, 414.8058, 0.5653, 7.8575, 0.4934, 19.6337
2213, 1.1060, 415.9415, 0.5530, 7.6122, 0.4385, 19.6340
2214, 1.1065, 415.9415, 0.5384, 7.4383, 0.3876, 19.6344
2215, 1.1070, 415.3737, 0.5335, 7.4026, 0.3856, 19.6348
2216, 1.1075, 415.3737, 0.5408, 7.5736, 0.4283, 19.6348
2217, 1.1080, 416.5093, 0.5335, 8.1198, 0.5077, 19.6348
2218, 1.1085, 417.0772, 0.5482, 8.7632, 0.6277, 19.6348
2219, 1.1090, 417.6450, 0.5530, 9.1828, 0.6114, 19.6348
2220, 1.1095, 417.6450, 0.5726, 9.2771, 0.6440, 19.6348
2221, 1.1100, 416.5093, 0.5628, 9.3206, 0.6237, 19.6347
2222, 1.1105, 414.2380, 0.5506, 9.3626, 0.5728, 19.6347
2223, 1.1110, 414.2380, 0.5140, 9.5018, 0.5626, 19.6347
2224, 1.1115, 412.5345, 0.5237, 9.5067, 0.5585, 19.6340
2225, 1.1120, 413.6701, 0.5115, 9.4979, 0.5870, 19.6335
2226, 1.1125, 415.3737, 0.5067, 9.4711, 0.6094, 19.6337
2227, 1.1130, 425.5947, 0.5433, 9.4086, 0.6562, 19.6347
2228, 1.1135, 430.1374, 0.5360, 9.4652, 0.5931, 19.6347
2229, 1.1140, 432.9766, 0.5384, 9.0373, 0.5952, 19.6347
2230, 1.1145, 435.8158, 0.5506, 8.7197, 0.5158, 19.6340
2231, 1.1150, 438.6550, 0.5286, 8.4466, 0.4629, 19.6338
2232, 1.1155, 442.0620, 0.5164, 8.1867, 0.4202, 19.6334
2233, 1.1160, 444.3334, 0.5408, 7.8853, 0.3856, 19.6336
2234, 1.1165, 447.1726, 0.5286, 7.5433, 0.4059, 19.6344
2235, 1.1170, 448.3083, 0.5286, 7.3723, 0.4426, 19.6344
2236, 1.1175, 448.8761, 0.5701, 7.6361, 0.4344, 19.6336
2237, 1.1180, 450.5796, 0.5872, 8.1882, 0.4771, 19.6332
2238, 1.1185, 452.8510, 0.5970, 8.9430, 0.5626, 19.6331
2239, 1.1190, 453.9867, 0.5848, 9.6435, 0.5769, 19.6331
2240, 1.1195, 455.1223, 0.5775, 9.7593, 0.5809, 19.6336
2241, 1.1200, 457.3937, 0.5897, 9.7261, 0.6033, 19.6340
2242, 1.1205, 457.3937, 0.5872, 9.7016, 0.6237, 19.6348
2243, 1.1210, 457.9615, 0.5897, 9.6157, 0.6847, 19.6352
2244, 1.1215, 457.3937, 0.5970, 9.7129, 0.6196, 19.6360
2245, 1.1220, 458.5294, 0.6336, 9.6631, 0.6399, 19.6364
