Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
7632, 3.8155, 268.8714, 0.3162, 0.7796, -0.0437, 19.6698
7633, 3.8160, 267.7357, 0.3040, 0.7987, -0.0437, 19.6695
7634, 3.8165, 266.0322, 0.2991, 0.7709, -0.0417, 19.6695
7635, 3.8170, 263.7608, 0.3016, 0.7723, -0.0376, 19.6693
7636, 3.8175, 263.1930, 0.2845, 0.7987, -0.0437, 19.6689
7637, 3.8180, 262.0573, 0.2991, 0.7772, -0.0417, 19.6679
7638, 3.8185, 260.3538, 0.2918, 0.7899, -0.0417, 19.6677
7639, 3.8190, 259.7860, 0.3064, 0.7660, -0.0376, 19.6682
7640, 3.8195, 258.0825, 0.3138, 0.7611, -0.0336, 19.6683
7641, 3.8200, 256.9468, 0.3016, 0.7474, -0.0275, 19.6694
7642, 3.8205, 254.6754, 0.2991, 0.7762, -0.0356, 19.6697
7643, 3.8210, 253.5398, 0.3138, 0.7733, -0.0437, 19.6703
7644, 3.8215, 252.4041, 0.3235, 0.8036, -0.0478, 19.6702
7645, 3.8220, 249.5649, 0.3382, 0.8099, -0.0478, 19.6706
7646, 3.8225, 248.9971, 0.3064, 0.8265, -0.0458, 19.6706
7647, 3.8230, 246.7257, 0.3162, 0.7875, -0.0397, 19.6709
7648, 3.8235, 243.8865, 0.3186, 0.7938, -0.0397, 19.6710
7649, 3.8240, 242.7508, 0.3138, 0.7723, -0.0376, 19.6718
7650, 3.8245, 241.0473, 0.3260, 0.7826, -0.0356, 19.6720
7651, 3.8250, 240.4795, 0.3333, 0.7938, -0.0397, 19.6724
7652, 3.8255, 239.3438, 0.3309, 0.7938, -0.0397, 19.6724
7653, 3.8260, 239.3438, 0.3186, 0.7938, -0.0397, 19.6727
7654, 3.8265, 237.0725, 0.3309, 0.7811, -0.0397, 19.6726
7655, 3.8270, 235.9368, 0.3284, 0.7660, -0.0376, 19.6724
7656, 3.8275, 240.4795, 0.3138, 0.7601, -0.0275, 19.6726
7657, 3.8280, 239.3438, 0.3138, 0.7547, -0.0336, 19.6727
7658, 3.8285, 239.9116, 0.3162, 0.7596, -0.0376, 19.6724
7659, 3.8290, 239.9116, 0.3064, 0.7738, -0.0336, 19.6718
7660, 3.8295, 239.3438, 0.3113, 0.7801, -0.0336, 19.6714
7661, 3.8300, 238.2081, 0.3040, 0.7801, -0.0336, 19.6714
7662, 3.8305, 239.3438, 0.2820, 0.7586, -0.0315, 19.6714
7663, 3.8310, 239.3438, 0.2771, 0.7547, -0.0336, 19.6718
7664, 3.8315, 239.3438, 0.2674, 0.7713, -0.0315, 19.6721
7665, 3.8320, 238.2081, 0.2771, 0.7552, -0.0234, 19.6723
7666, 3.8325, 238.2081, 0.2698, 0.7743, -0.0234, 19.6724
7667, 3.8330, 237.6403, 0.2698, 0.7743, -0.0234, 19.6724
7668, 3.8335, 235.9368, 0.2552, 0.7689, -0.0295, 19.6721
7669, 3.8340, 234.8011, 0.2600, 0.7611, -0.0336, 19.6723
7670, 3.8345, 234.2333, 0.2625, 0.7660, -0.0376, 19.6726
7671, 3.8350, 234.2333, 0.2454, 0.7811, -0.0397, 19.6731
7672, 3.8355, 233.6654, 0.2576, 0.7547, -0.0336, 19.6731
7673, 3.8360, 232.5297, 0.2576, 0.7811, -0.0397, 19.6731
7674, 3.8365, 232.5297, 0.2478, 0.7635, -0.0356, 19.6731
7675, 3.8370, 230.8262, 0.2576, 0.7738, -0.0336, 19.6735
7676, 3.8375, 230.2584, 0.2698, 0.7562, -0.0295, 19.6739
7677, 3.8380, 229.6906, 0.2161, 0.7411, -0.0275, 19.6739
7678, 3.8385, 227.4192, 0.2283, 0.7577, -0.0254, 19.6739
7679, 3.8390, 226.8514, 0.2405, 0.7489, -0.0234, 19.6746
7680, 3.8395, 227.4192, 0.2503, 0.7591, -0.0214, 19.6750
7681, 3.8400, 226.8514, 0.2429, 0.7376, -0.0193, 19.6756
7682, 3.8405, 225.1479, 0.2600, 0.7235, -0.0234, 19.6759
7683, 3.8410, 223.4443, 0.2576, 0.7362, -0.0234, 19.6763
7684, 3.8415, 222.3087, 0.2674, 0.7450, -0.0254, 19.6765
7685, 3.8420, 221.7408, 0.2747, 0.7792, -0.0275, 19.6766
7686, 3.8425, 220.6051, 0.2747, 0.7792, -0.0275, 19.6766
7687, 3.8430, 220.0373, 0.2747, 0.7792, -0.0275, 19.6766
7688, 3.8435, 218.3338, 0.2820, 0.7640, -0.0254, 19.6762
7689, 3.8440, 216.6303, 0.2845, 0.7831, -0.0254, 19.6762
7690, 3.8445, 215.4946, 0.2845, 0.7880, -0.0295, 19.6766
7691, 3.8450, 215.4946, 0.2991, 0.7640, -0.0254, 19.6768
7692, 3.8455, 213.2232, 0.2918, 0.7679, -0.0234, 19.6776
7693, 3.8460, 212.0876, 0.2893, 0.7718, -0.0214, 19.6783
7694, 3.8465, 209.8162, 0.2942, 0.7249, -0.0193, 19.6787
7695, 3.8470, 209.8162, 0.2869, 0.7210, -0.0214, 19.6791
7696, 3.8475, 208.6805, 0.2600, 0.7328, -0.0153, 19.6794
7697, 3.8480, 207.5449, 0.2649, 0.7342, -0.0112, 19.6798
7698, 3.8485, 206.4092, 0.2698, 0.7543, -0.0173, 19.6802
7699, 3.8490, 203.5700, 0.2649, 0.7567, -0.0193, 19.6803
7700, 3.8495, 201.8665, 0.2503, 0.7225, -0.0173, 19.6807
7701, 3.8500, 200.7308, 0.2429, 0.7362, -0.0234, 19.6807
7702, 3.8505, 199.5951, 0.2429, 0.7474, -0.0275, 19.6806
7703, 3.8510, 196.7559, 0.2478, 0.7411, -0.0275, 19.6802
7704, 3.8515, 196.1881, 0.2356, 0.7626, -0.0295, 19.6802
7705, 3.8520, 195.6203, 0.2381, 0.7577, -0.0254, 19.6798
7706, 3.8525, 194.4846, 0.2332, 0.8060, -0.0234, 19.6802
7707, 3.8530, 194.4846, 0.2283, 0.7694, -0.0193, 19.6802
7708, 3.8535, 194.4846, 0.2161, 0.7806, -0.0234, 19.6802
7709, 3.8540, 193.9167, 0.2283, 0.7758, -0.0193, 19.6802
7710, 3.8545, 193.3489, 0.2283, 0.8637, -0.0132, 19.6798
7711, 3.8550, 193.9167, 0.2185, 0.8676, -0.0112, 19.6797
7712, 3.8555, 193.3489, 0.2307, 0.8652, -0.0092, 19.6793
7713, 3.8560, 192.7811, 0.1990, 0.8485, -0.0112, 19.6789
7714, 3.8565, 192.2132, 0.1917, 0.8310, -0.0071, 19.6789
7715, 3.8570, 191.6454, 0.1966, 0.9238, -0.0051, 19.6792
7716, 3.8575, 192.2132, 0.2112, 0.9277, -0.0031, 19.6798
7717, 3.8580, 192.7811, 0.2039, 0.9404, -0.0031, 19.6798
7718, 3.8585, 191.6454, 0.2063, 0.9453, -0.0071, 19.6798
7719, 3.8590, 192.2132, 0.2136, 0.9287, -0.0092, 19.6805
7720, 3.8595, 191.6454, 0.2161, 0.9477, -0.0092, 19.6801
7721, 3.8600, 189.9419, 0.2234, 0.9311, -0.0112, 19.6798
7722, 3.8605, 189.9419, 0.2234, 0.9057, -0.0112, 19.6794
7723, 3.8610, 188.2384, 0.2259, 0.9081, -0.0132, 19.6795
7724, 3.8615, 188.2384, 0.2381, 0.9033, -0.0092, 19.6801
7725, 3.8620, 188.2384, 0.2381, 0.9414, -0.0092, 19.6797
7726, 3.8625, 188.2384, 0.2332, 0.9428, -0.0051, 19.6797
7727, 3.8630, 187.6705, 0.2405, 0.9428, -0.0051, 19.6793
7728, 3.8635, 187.6705, 0.2576, 0.9238, -0.0051, 19.6789
7729, 3.8640, 187.6705, 0.2576, 0.9111, -0.0051, 19.6786
7730, 3.8645, 185.9670, 0.2527, 0.8984, -0.0051, 19.6789
7731, 3.8650, 186.5349, 0.2674, 0.9262, -0.0071, 19.6791
7732, 3.8655, 185.9670, 0.2356, 0.9213, -0.0031, 19.6795
7733, 3.8660, 183.6957, 0.2429, 0.9355, 0.0010, 19.6798
7734, 3.8665, 183.1278, 0.2429, 0.9189, -0.0010, 19.6803
7735, 3.8670, 181.4243, 0.2332, 0.8984, -0.0051, 19.6803
7736, 3.8675, 182.5600, 0.2381, 0.9238, -0.0051, 19.6807
7737, 3.8680, 181.4243, 0.2332, 1.0015, -0.0010, 19.6807
7738, 3.8685, 181.4243, 0.2259, 1.0039, -0.0031, 19.6807
7739, 3.8690, 180.2886, 0.2210, 0.9990, 0.0010, 19.6807
7740, 3.8695, 180.2886, 0.2112, 0.9975, -0.0031, 19.6815
7741, 3.8700, 180.2886, 0.2161, 1.0855, 0.0031, 19.6819
7742, 3.8705, 178.0173, 0.2210, 1.1070, 0.0010, 19.6822
7743, 3.8710, 177.4494, 0.2063, 1.0957, 0.0051, 19.6822
7744, 3.8715, 175.7459, 0.2039, 1.0806, 0.0071, 19.6825
7745, 3.8720, 175.7459, 0.1966, 1.1583, 0.0112, 19.6827
7746, 3.8725, 175.1781, 0.1966, 1.1573, 0.0173, 19.6832
7747, 3.8730, 174.6103, 0.1941, 1.1676, 0.0193, 19.6838
7748, 3.8735, 174.0424, 0.1892, 1.1549, 0.0193, 19.6842
7749, 3.8740, 173.4746, 0.1917, 1.2364, 0.0254, 19.6844
7750, 3.8745, 173.4746, 0.1941, 1.2667, 0.0214, 19.6844
7751, 3.8750, 172.9067, 0.1843, 1.2452, 0.0234, 19.6841
7752, 3.8755, 170.6354, 0.1673, 1.3444, 0.0254, 19.6841
7753, 3.8760, 170.0675, 0.1770, 1.3307, 0.0315, 19.6841
7754, 3.8765, 169.4997, 0.1746, 1.3473, 0.0336, 19.6838
7755, 3.8770, 168.3640, 0.1746, 1.3307, 0.0315, 19.6842
7756, 3.8775, 167.7962, 0.1843, 1.3356, 0.0275, 19.6839
7757, 3.8780, 166.0927, 0.1746, 1.3102, 0.0275, 19.6847
7758, 3.8785, 165.5248, 0.1746, 1.3380, 0.0254, 19.6854
7759, 3.8790, 164.9570, 0.1795, 1.3102, 0.0275, 19.6860
7760, 3.8795, 164.9570, 0.1868, 1.3190, 0.0254, 19.6864
7761, 3.8800, 163.2535, 0.1892, 1.3126, 0.0254, 19.6861
7762, 3.8805, 163.2535, 0.2014, 1.3420, 0.0275, 19.6858
7763, 3.8810, 163.2535, 0.2063, 1.3483, 0.0275, 19.6851
7764, 3.8815, 162.1178, 0.2088, 1.3586, 0.0295, 19.6851
7765, 3.8820, 160.9821, 0.2136, 1.3283, 0.0336, 19.6855
7766, 3.8825, 159.2786, 0.2088, 1.3473, 0.0336, 19.6855
7767, 3.8830, 159.2786, 0.2136, 1.3258, 0.0356, 19.6858
7768, 3.8835, 158.7108, 0.2161, 1.3449, 0.0356, 19.6859
7769, 3.8840, 158.1429, 0.2161, 1.3332, 0.0295, 19.6858
7770, 3.8845, 155.3038, 0.2161, 1.3087, 0.0234, 19.6862
7771, 3.8850, 153.0324, 0.2259, 1.3483, 0.0275, 19.6864
7772, 3.8855, 153.0324, 0.2210, 1.3244, 0.0315, 19.6869
7773, 3.8860, 153.6002, 0.2210, 1.3473, 0.0336, 19.6866
7774, 3.8865, 153.0324, 0.2259, 1.3380, 0.0254, 19.6862
7775, 3.8870, 151.3289, 0.2210, 1.3332, 0.0295, 19.6859
7776, 3.8875, 150.1932, 0.2234, 1.3219, 0.0336, 19.6860
7777, 3.8880, 151.3289, 0.2136, 1.4416, 0.0397, 19.6854
7778, 3.8885, 151.8967, 0.2112, 1.4416, 0.0397, 19.6852
7779, 3.8890, 152.4646, 0.2014, 1.4426, 0.0336, 19.6852
7780, 3.8895, 151.8967, 0.2063, 1.4475, 0.0295, 19.6850
7781, 3.8900, 152.4646, 0.2014, 1.5315, 0.0336, 19.6848
7782, 3.8905, 151.3289, 0.1868, 1.5427, 0.0295, 19.6847
7783, 3.8910, 150.1932, 0.1868, 1.5364, 0.0295, 19.6841
7784, 3.8915, 150.1932, 0.1770, 1.5291, 0.0356, 19.6837
7785, 3.8920, 149.6254, 0.1721, 1.6121, 0.0458, 19.6839
7786, 3.8925, 149.6254, 0.1697, 1.6287, 0.0478, 19.6841
7787, 3.8930, 150.1932, 0.1673, 1.6087, 0.0539, 19.6841
7788, 3.8935, 150.7610, 0.1648, 1.6038, 0.0580, 19.6842
7789, 3.8940, 151.3289, 0.1721, 1.7098, 0.0702, 19.6842
7790, 3.8945, 150.1932, 0.1624, 1.7191, 0.0783, 19.6840
7791, 3.8950, 150.1932, 0.1502, 1.7206, 0.0824, 19.6845
7792, 3.8955, 151.3289, 0.1599, 1.7064, 0.0783, 19.6851
7793, 3.8960, 151.3289, 0.1599, 1.8222, 0.0824, 19.6853
7794, 3.8965, 150.1932, 0.1599, 1.8080, 0.0783, 19.6853
7795, 3.8970, 150.1932, 0.1599, 1.8105, 0.0763, 19.6846
7796, 3.8975, 149.6254, 0.1673, 1.8334, 0.0783, 19.6842
7797, 3.8980, 148.4897, 0.1648, 1.8153, 0.0722, 19.6846
7798, 3.8985, 148.4897, 0.1673, 1.8100, 0.0661, 19.6850
7799, 3.8990, 149.6254, 0.1721, 1.8241, 0.0702, 19.6851
7800, 3.8995, 149.6254, 0.1721, 1.8178, 0.0702, 19.6851
7801, 3.9000, 148.4897, 0.1819, 1.8241, 0.0702, 19.6851
7802, 3.9005, 147.9219, 0.1746, 1.8339, 0.0621, 19.6849
7803, 3.9010, 148.4897, 0.1770, 1.8197, 0.0580, 19.6849
7804, 3.9015, 147.9219, 0.1868, 1.8446, 0.0478, 19.6846
7805, 3.9020, 147.3540, 0.1892, 1.8183, 0.0539, 19.6850
7806, 3.9025, 147.9219, 0.1892, 1.8437, 0.0539, 19.6850
7807, 3.9030, 147.9219, 0.1966, 1.8388, 0.0580, 19.6851
7808, 3.9035, 146.7862, 0.2063, 1.8417, 0.0661, 19.6849
7809, 3.9040, 146.2183, 0.2014, 1.8290, 0.0661, 19.6849
7810, 3.9045, 145.6505, 0.1990, 1.8217, 0.0722, 19.6849
7811, 3.9050, 145.6505, 0.2014, 1.8129, 0.0743, 19.6855
7812, 3.9055, 145.0827, 0.2014, 1.8144, 0.0783, 19.6862
7813, 3.9060, 145.6505, 0.1892, 1.8295, 0.0763, 19.6863
7814, 3.9065, 144.5148, 0.1966, 1.8007, 0.0844, 19.6867
7815, 3.9070, 145.0827, 0.1990, 1.8100, 0.0926, 19.6868
7816, 3.9075, 144.5148, 0.1966, 1.8149, 0.0885, 19.6868
7817, 3.9080, 145.0827, 0.1990, 1.8173, 0.0865, 19.6868
7818, 3.9085, 144.5148, 0.1990, 1.9370, 0.0926, 19.6868
7819, 3.9090, 144.5148, 0.1941, 1.9331, 0.0905, 19.6872
7820, 3.9095, 144.5148, 0.1892, 1.9116, 0.0926, 19.6880
7821, 3.9100, 143.3791, 0.1843, 2.0235, 0.0946, 19.6880
7822, 3.9105, 142.2435, 0.1843, 2.0142, 0.0865, 19.6872
7823, 3.9110, 142.2435, 0.1795, 2.0230, 0.0844, 19.6876
7824, 3.9115, 142.8113, 0.1697, 2.0420, 0.0844, 19.6879
7825, 3.9120, 141.1078, 0.1550, 2.1505, 0.0946, 19.6879
7826, 3.9125, 141.6756, 0.1648, 2.1607, 0.0967, 19.6883
7827, 3.9130, 141.1078, 0.1550, 2.1695, 0.0946, 19.6887
7828, 3.9135, 140.5400, 0.1502, 2.1632, 0.0946, 19.6894
7829, 3.9140, 141.1078, 0.1477, 2.2790, 0.0987, 19.6890
7830, 3.9145, 139.9721, 0.1477, 2.2672, 0.0926, 19.6894
7831, 3.9150, 139.4043, 0.1355, 2.2824, 0.0905, 19.6896
7832, 3.9155, 139.4043, 0.1477, 2.2672, 0.0926, 19.6896
7833, 3.9160, 139.4043, 0.1477, 2.3830, 0.0967, 19.6892
7834, 3.9165, 138.8364, 0.1453, 2.4109, 0.0946, 19.6890
7835, 3.9170, 137.7008, 0.1453, 2.4011, 0.1028, 19.6890
7836, 3.9175, 137.1329, 0.1502, 2.3772, 0.1068, 19.6895
7837, 3.9180, 136.5651, 0.1453, 2.3747, 0.1089, 19.6896
7838, 3.9185, 137.1329, 0.1550, 2.3723, 0.1109, 19.6890
7839, 3.9190, 138.2686, 0.1550, 2.3816, 0.1190, 19.6891
7840, 3.9195, 135.9973, 0.1550, 2.3718, 0.1272, 19.6893
7841, 3.9200, 135.4294, 0.1599, 2.3405, 0.1373, 19.6896
7842, 3.9205, 135.9973, 0.1599, 2.3264, 0.1333, 19.6899
7843, 3.9210, 136.5651, 0.1721, 2.3552, 0.1251, 19.6900
7844, 3.9215, 135.4294, 0.1819, 2.3767, 0.1231, 19.6896
7845, 3.9220, 134.8616, 0.1868, 2.3767, 0.1231, 19.6896
7846, 3.9225, 133.7259, 0.1795, 2.3601, 0.1211, 19.6898
7847, 3.9230, 134.8616, 0.1868, 2.3649, 0.1170, 19.6900
7848, 3.9235, 133.7259, 0.1966, 2.3840, 0.1170, 19.6900
7849, 3.9240, 133.7259, 0.1941, 2.3532, 0.1109, 19.6900
7850, 3.9245, 132.5902, 0.2014, 2.3703, 0.1231, 19.6898
7851, 3.9250, 132.5902, 0.1917, 2.3576, 0.1231, 19.6898
7852, 3.9255, 131.4545, 0.1819, 2.3474, 0.1211, 19.6902
7853, 3.9260, 132.5902, 0.1892, 2.3625, 0.1190, 19.6907
7854, 3.9265, 131.4545, 0.1892, 2.3791, 0.1211, 19.6910
7855, 3.9270, 130.3189, 0.1917, 2.3625, 0.1190, 19.6907
7856, 3.9275, 131.4545, 0.1795, 2.3723, 0.1109, 19.6907
7857, 3.9280, 132.0224, 0.1843, 2.4920, 0.1170, 19.6903
7858, 3.9285, 132.5902, 0.1819, 2.5110, 0.1170, 19.6899
7859, 3.9290, 132.5902, 0.1721, 2.5222, 0.1129, 19.6895
7860, 3.9295, 132.0224, 0.1721, 2.5017, 0.1089, 19.6893
7861, 3.9300, 132.5902, 0.1697, 2.6180, 0.1231, 19.6889
7862, 3.9305, 132.5902, 0.1648, 2.6092, 0.1251, 19.6893
7863, 3.9310, 133.1581, 0.1648, 2.6146, 0.1312, 19.6896
7864, 3.9315, 133.1581, 0.1624, 2.6361, 0.1292, 19.6899
7865, 3.9320, 134.2937, 0.1624, 2.7470, 0.1373, 19.6899
7866, 3.9325, 134.2937, 0.1550, 2.7221, 0.1475, 19.6899
7867, 3.9330, 133.7259, 0.1477, 2.7172, 0.1516, 19.6903
7868, 3.9335, 133.1581, 0.1380, 2.7074, 0.1597, 19.6908
7869, 3.9340, 133.7259, 0.1404, 2.8227, 0.1801, 19.6904
7870, 3.9345, 134.8616, 0.1428, 2.8540, 0.1699, 19.6900
7871, 3.9350, 134.8616, 0.1404, 2.8374, 0.1679, 19.6900
7872, 3.9355, 134.8616, 0.1428, 2.8310, 0.1679, 19.6903
7873, 3.9360, 135.4294, 0.1526, 2.9561, 0.1801, 19.6903
7874, 3.9365, 135.9973, 0.1453, 2.9800, 0.1760, 19.6900
7875, 3.9370, 135.9973, 0.1453, 2.9800, 0.1760, 19.6894
7876, 3.9375, 136.5651, 0.1550, 2.9658, 0.1719, 19.6898
7877, 3.9380, 136.5651, 0.1526, 2.9536, 0.1821, 19.6899
7878, 3.9385, 135.9973, 0.1331, 2.9487, 0.1862, 19.6897
7879, 3.9390, 135.9973, 0.1502, 2.9463, 0.1882, 19.6899
7880, 3.9395, 136.5651, 0.1550, 2.9463, 0.1882, 19.6897
7881, 3.9400, 137.1329, 0.1624, 2.9585, 0.1780, 19.6894
7882, 3.9405, 138.2686, 0.1697, 3.0020, 0.1577, 19.6901
7883, 3.9410, 137.7008, 0.1721, 3.0117, 0.1496, 19.6906
7884, 3.9415, 138.8364, 0.1770, 2.9990, 0.1496, 19.6902
7885, 3.9420, 139.4043, 0.1770, 3.0025, 0.1414, 19.6898
7886, 3.9425, 139.4043, 0.1721, 2.9976, 0.1455, 19.6897
7887, 3.9430, 139.4043, 0.1819, 3.0191, 0.1435, 19.6897
7888, 3.9435, 139.4043, 0.1819, 2.9903, 0.1516, 19.6898
7889, 3.9440, 138.2686, 0.1868, 3.0254, 0.1435, 19.6901
7890, 3.9445, 139.4043, 0.1868, 2.9878, 0.1536, 19.6899
7891, 3.9450, 139.4043, 0.2014, 2.9942, 0.1536, 19.6901
7892, 3.9455, 139.9721, 0.1941, 2.9971, 0.1618, 19.6898
7893, 3.9460, 139.9721, 0.1941, 2.9683, 0.1699, 19.6897
7894, 3.9465, 139.9721, 0.1917, 2.9746, 0.1699, 19.6897
7895, 3.9470, 139.4043, 0.1795, 2.9756, 0.1638, 19.6897
7896, 3.9475, 139.4043, 0.1843, 2.9443, 0.1740, 19.6897
7897, 3.9480, 139.4043, 0.1770, 3.0753, 0.1760, 19.6899
7898, 3.9485, 138.8364, 0.1868, 3.1007, 0.1760, 19.6903
7899, 3.9490, 138.8364, 0.1819, 3.1031, 0.1740, 19.6907
7900, 3.9495, 139.4043, 0.1843, 3.0899, 0.1902, 19.6903
7901, 3.9500, 138.8364, 0.1795, 3.2125, 0.2045, 19.6898
7902, 3.9505, 139.9721, 0.1746, 3.2077, 0.2086, 19.6892
7903, 3.9510, 139.9721, 0.1819, 3.2277, 0.2025, 19.6888
7904, 3.9515, 140.5400, 0.1697, 3.2248, 0.1943, 19.6888
7905, 3.9520, 139.9721, 0.1477, 3.3381, 0.2004, 19.6888
7906, 3.9525, 139.4043, 0.1502, 3.3708, 0.1943, 19.6888
7907, 3.9530, 139.4043, 0.1502, 3.3742, 0.1862, 19.6884
7908, 3.9535, 139.4043, 0.1404, 3.5017, 0.1964, 19.6881
7909, 3.9540, 140.5400, 0.1477, 3.5330, 0.1862, 19.6885
7910, 3.9545, 140.5400, 0.1453, 3.5403, 0.1801, 19.6889
7911, 3.9550, 141.1078, 0.1306, 3.5516, 0.1760, 19.6885
7912, 3.9555, 139.9721, 0.1428, 3.6781, 0.1923, 19.6881
7913, 3.9560, 141.1078, 0.1502, 3.6503, 0.1943, 19.6883
7914, 3.9565, 141.1078, 0.1453, 3.6503, 0.1943, 19.6883
7915, 3.9570, 140.5400, 0.1380, 3.6068, 0.2147, 19.6883
7916, 3.9575, 139.9721, 0.1453, 3.6112, 0.2269, 19.6879
7917, 3.9580, 141.6756, 0.1404, 3.6268, 0.2350, 19.6875
7918, 3.9585, 141.6756, 0.1428, 3.5965, 0.2391, 19.6879
7919, 3.9590, 139.9721, 0.1477, 3.5750, 0.2411, 19.6887
7920, 3.9595, 140.5400, 0.1575, 3.5941, 0.2411, 19.6890
7921, 3.9600, 142.2435, 0.1624, 3.5853, 0.2696, 19.6891
7922, 3.9605, 142.2435, 0.1697, 3.5746, 0.2574, 19.6890
7923, 3.9610, 142.2435, 0.1721, 3.5760, 0.2350, 19.6891
7924, 3.9615, 142.2435, 0.1868, 3.6190, 0.2309, 19.6890
7925, 3.9620, 141.6756, 0.1868, 3.5960, 0.2289, 19.6883
7926, 3.9625, 141.1078, 0.1868, 3.6112, 0.2269, 19.6880
7927, 3.9630, 141.6756, 0.1966, 3.6063, 0.2309, 19.6879
7928, 3.9635, 142.2435, 0.2063, 3.6341, 0.2289, 19.6879
7929, 3.9640, 142.2435, 0.2112, 3.6351, 0.2228, 19.6879
7930, 3.9645, 142.2435, 0.2112, 3.6170, 0.2167, 19.6886
7931, 3.9650, 142.2435, 0.2112, 3.6380, 0.2045, 19.6888
7932, 3.9655, 141.6756, 0.2039, 3.6239, 0.2004, 19.6888
7933, 3.9660, 141.6756, 0.1941, 3.6400, 0.1923, 19.6892
7934, 3.9665, 142.2435, 0.1990, 3.6527, 0.1923, 19.6895
7935, 3.9670, 142.2435, 0.1990, 3.6576, 0.1882, 19.6900
7936, 3.9675, 141.1078, 0.1966, 3.6766, 0.1882, 19.6897
7937, 3.9680, 141.6756, 0.1868, 3.6830, 0.1882, 19.6896
7938, 3.9685, 140.5400, 0.1941, 3.8207, 0.2004, 19.6896
7939, 3.9690, 139.9721, 0.1892, 3.8256, 0.1964, 19.6902
7940, 3.9695, 140.5400, 0.1868, 3.8071, 0.2065, 19.6907
7941, 3.9700, 141.6756, 0.1843, 3.7695, 0.2167, 19.6911
7942, 3.9705, 141.1078, 0.1819, 3.9277, 0.2330, 19.6911
7943, 3.9710, 141.1078, 0.1868, 3.9473, 0.2167, 19.6915
7944, 3.9715, 141.6756, 0.1770, 3.9048, 0.2309, 19.6915
7945, 3.9720, 141.6756, 0.1453, 3.9253, 0.2350, 19.6912
7946, 3.9725, 145.0827, 0.1697, 4.0694, 0.2208, 19.6910
7947, 3.9730, 145.6505, 0.1599, 4.0484, 0.2594, 19.6907
7948, 3.9735, 145.6505, 0.1502, 4.0377, 0.2472, 19.6904
7949, 3.9740, 146.7862, 0.1550, 4.1857, 0.2615, 19.6904
7950, 3.9745, 146.7862, 0.1599, 4.1661, 0.2513, 19.6900
7951, 3.9750, 146.7862, 0.1526, 4.1774, 0.2472, 19.6892
7952, 3.9755, 146.7862, 0.1550, 4.1769, 0.2635, 19.6888
7953, 3.9760, 147.9219, 0.1697, 4.3264, 0.2818, 19.6886
7954, 3.9765, 149.0575, 0.1673, 4.3313, 0.2777, 19.6886
7955, 3.9770, 150.1932, 0.1648, 4.3186, 0.2777, 19.6879
7956, 3.9775, 151.3289, 0.1746, 4.3493, 0.2574, 19.6879
7957, 3.9780, 150.7610, 0.1599, 4.3650, 0.2391, 19.6882
7958, 3.9785, 151.8967, 0.1648, 4.3625, 0.2411, 19.6886
7959, 3.9790, 152.4646, 0.1648, 4.3801, 0.2370, 19.6882
7960, 3.9795, 152.4646, 0.1819, 4.3738, 0.2370, 19.6879
7961, 3.9800, 152.4646, 0.1795, 4.3874, 0.2309, 19.6873
7962, 3.9805, 153.0324, 0.1868, 4.3899, 0.2289, 19.6869
7963, 3.9810, 154.1681, 0.1819, 4.3874, 0.2309, 19.6859
7964, 3.9815, 154.1681, 0.1990, 4.3533, 0.2594, 19.6857
7965, 3.9820, 154.1681, 0.1868, 4.3801, 0.2370, 19.6854
7966, 3.9825, 154.7359, 0.1795, 4.3752, 0.2411, 19.6851
7967, 3.9830, 155.8716, 0.1917, 4.3552, 0.2472, 19.6848
7968, 3.9835, 155.3038, 0.2112, 4.3640, 0.2452, 19.6848
7969, 3.9840, 156.4394, 0.1868, 4.3703, 0.2452, 19.6848
7970, 3.9845, 156.4394, 0.2014, 4.3186, 0.2777, 19.6845
7971, 3.9850, 157.5751, 0.2210, 4.3137, 0.2818, 19.6843
7972, 3.9855, 158.1429, 0.2014, 4.3122, 0.2777, 19.6843
7973, 3.9860, 158.1429, 0.2063, 4.3049, 0.2838, 19.6846
7974, 3.9865, 159.2786, 0.2185, 4.3161, 0.2798, 19.6849
7975, 3.9870, 158.7108, 0.2234, 4.3283, 0.2696, 19.6849
7976, 3.9875, 158.7108, 0.2136, 4.3410, 0.2696, 19.6849
7977, 3.9880, 159.2786, 0.2112, 4.4778, 0.2879, 19.6846
7978, 3.9885, 160.9821, 0.2259, 4.4661, 0.2818, 19.6846
7979, 3.9890, 160.9821, 0.2161, 4.4852, 0.2818, 19.6846
7980, 3.9895, 160.4143, 0.2112, 4.4627, 0.2900, 19.6853
7981, 3.9900, 160.9821, 0.1917, 4.5824, 0.2961, 19.6853
7982, 3.9905, 160.4143, 0.1843, 4.6517, 0.2594, 19.6858
7983, 3.9910, 161.5500, 0.1941, 4.6405, 0.2635, 19.6858
7984, 3.9915, 161.5500, 0.1843, 4.6244, 0.2716, 19.6855
7985, 3.9920, 160.9821, 0.1575, 4.7778, 0.2655, 19.6852
7986, 3.9925, 162.1178, 0.1697, 4.7783, 0.2757, 19.6852
7987, 3.9930, 163.2535, 0.1721, 4.8061, 0.2737, 19.6856
7988, 3.9935, 163.2535, 0.1648, 4.7651, 0.2920, 19.6856
